timestamp,building,meter_reading
2016-08-15 12:00:00,Panther_parking_Lorriane,7.0214
2017-10-16 19:00:00,Panther_office_Catherine,45.9289
2016-10-01 11:00:00,Panther_other_Bethel,0.0
2016-10-15 10:00:00,Panther_lodging_Edison,378.6805
2017-12-23 09:00:00,Panther_lodging_Aaron,0.0
2017-09-14 09:00:00,Panther_office_Daina,37.8541
2016-03-22 07:00:00,Panther_other_Lula,0.0
2017-07-23 03:00:00,Panther_lodging_Blaine,1584.9943
2017-09-17 22:00:00,Panther_lodging_Tracie,98.8191
2016-06-15 12:00:00,Panther_lodging_Anastasia,352.2209
2017-11-04 19:00:00,Panther_office_Karla,0.0
2017-09-07 02:00:00,Panther_education_Rosalie,54.6105
2016-12-20 07:00:00,Panther_office_Graham,1429.5016
2016-02-05 15:00:00,Panther_lodging_Otis,0.0
2017-10-30 19:00:00,Panther_education_Mattie,37.8541
2016-03-23 17:00:00,Panther_retail_Felix,0.0
2017-05-08 07:00:00,Panther_lodging_Janice,0.0
2016-04-25 10:00:00,Panther_office_Karla,0.0
2016-10-28 06:00:00,Panther_office_Taryn,89.3438
2017-02-06 03:00:00,Panther_education_Violet,0.0
2016-01-05 12:00:00,Panther_lodging_Cora,4.5425
2016-08-23 14:00:00,Panther_lodging_Kirk,2140.1193
2017-02-21 16:00:00,Panther_education_Diann,151.4164
2017-10-10 02:00:00,Panther_education_Diann,23.1045
2017-07-17 21:00:00,Panther_retail_Lester,8.8717
2017-10-13 23:00:00,Panther_lodging_Fausto,46.2089
2016-08-30 16:00:00,Panther_assembly_David,108.2209
2016-07-01 14:00:00,Panther_education_Teofila,994.4272
2017-03-23 14:00:00,Panther_lodging_Aaron,0.0
2016-03-10 23:00:00,Panther_lodging_Cora,0.0
2016-10-02 15:00:00,Panther_education_Richard,0.0
2016-01-30 10:00:00,Panther_lodging_Fausto,0.0
2017-08-03 06:00:00,Panther_assembly_Carrol,26.7052
2016-07-19 18:00:00,Panther_office_Graham,0.0
2017-09-20 06:00:00,Panther_office_Graham,0.0
2017-03-14 13:00:00,Panther_education_Quintin,1076.245
2016-01-11 04:00:00,Panther_office_Graham,1429.5016
2016-12-09 20:00:00,Panther_office_Valarie,47.8092
2016-08-08 15:00:00,Panther_office_Bryce,0.0
2017-10-18 23:00:00,Panther_office_Lauretta,170.91299999999995
2017-06-29 01:00:00,Panther_lodging_Awilda,757.082
2017-03-29 05:00:00,Panther_office_Ruthie,99.0191
2017-09-19 21:00:00,Panther_office_Karla,0.0
2016-02-09 18:00:00,Panther_parking_Clarence,0.0
2017-10-13 03:00:00,Panther_assembly_Denice,681.3738
2016-08-30 21:00:00,Panther_lodging_Hattie,5299.574000000001
2017-08-07 18:00:00,Panther_office_Christian,28.7055
2017-02-09 03:00:00,Panther_assembly_Carrol,0.7571
2017-02-23 07:00:00,Panther_office_Catherine,0.0
2017-09-04 19:00:00,Panther_education_Hugh,1713.8556
2017-08-24 18:00:00,Panther_parking_Clarence,0.0
2017-07-16 10:00:00,Panther_office_Shauna,53.0102
2016-12-05 16:00:00,Panther_office_Garth,74.1743
2017-05-24 05:00:00,Panther_parking_Jody,0.0
2016-05-08 16:00:00,Panther_education_Zelda,0.0
2017-08-05 15:00:00,Panther_office_Bryce,0.0
2016-03-29 15:00:00,Panther_lodging_Floyd,0.0
2017-12-19 03:00:00,Panther_assembly_Gwyneth,0.0
2016-10-08 11:00:00,Panther_office_Bryce,0.0
2017-06-20 11:00:00,Panther_office_Christian,28.6055
2016-11-28 10:00:00,Panther_education_Ivan,0.0
2017-04-22 12:00:00,Panther_education_Lacey,0.0
2016-02-03 12:00:00,Panther_education_Aurora,0.0
2017-08-04 03:00:00,Panther_education_Gina,357.8691
2017-05-08 09:00:00,Panther_education_Annetta,757.082
2017-07-02 21:00:00,Panther_lodging_Else,34.3266
2017-02-22 09:00:00,Panther_office_Lauretta,1876.2208
2017-08-26 18:00:00,Panther_office_Christian,235.042
2017-03-24 13:00:00,Panther_assembly_Carrol,109.3983
2017-10-10 05:00:00,Panther_other_Tyrone,0.0
2017-07-12 10:00:00,Panther_office_Lauretta,192.2771
2017-06-05 04:00:00,Panther_parking_Charlene,0.0
2017-09-14 00:00:00,Panther_retail_Romeo,247.5856
2016-10-31 00:00:00,Panther_education_Gina,0.0
2017-10-22 09:00:00,Panther_education_Aurora,0.0
2017-11-08 22:00:00,Panther_office_Christin,0.5001
2016-05-26 02:00:00,Panther_office_Clementine,42.8273
2017-07-02 01:00:00,Panther_lodging_Alyssa,0.0
2017-12-17 19:00:00,Panther_education_Genevieve,0.0
2017-10-06 00:00:00,Panther_office_Karla,0.0
2017-09-24 17:00:00,Panther_education_Violet,37.8541
2016-06-10 07:00:00,Panther_other_Tyrone,0.0
2017-09-10 13:00:00,Panther_education_Aurora,57.6111
2017-03-02 17:00:00,Panther_education_Aurora,165.4319
2017-10-12 06:00:00,Panther_education_Quintin,260.4503
2016-09-09 19:00:00,Panther_education_Karri,361.5098
2016-01-06 03:00:00,Panther_education_Mohammad,0.0
2017-03-04 07:00:00,Panther_lodging_Blaine,1514.164
2016-04-29 10:00:00,Panther_lodging_Kirk,1583.4409
2016-02-16 08:00:00,Panther_lodging_Edison,39.8611
2017-01-09 14:00:00,Panther_lodging_Aaron,37.8541
2017-02-03 17:00:00,Panther_lodging_Carroll,5678.115
2017-06-13 06:00:00,Panther_lodging_Marlyn,0.0
2016-05-11 03:00:00,Panther_lodging_Cora,1135.623
2016-07-23 04:00:00,Panther_other_Tyrone,0.0
2016-11-30 13:00:00,Panther_office_Taryn,625.4069
2017-07-20 04:00:00,Panther_office_Danica,0.0
2017-05-29 15:00:00,Panther_office_Brent,6.2412
2017-10-17 01:00:00,Panther_education_Cleopatra,0.0
2017-10-31 15:00:00,Panther_lodging_Sonja,1453.5974
2016-10-31 06:00:00,Panther_assembly_David,57.6111
2017-02-11 22:00:00,Panther_office_Lauretta,1697.5331
2016-03-07 14:00:00,Panther_office_Gino,0.0
2017-03-02 03:00:00,Panther_office_Larry,0.0
2017-09-15 23:00:00,Panther_lodging_Tracie,0.0
2016-06-21 13:00:00,Panther_education_Gina,8706.443000000001
2017-05-09 09:00:00,Panther_lodging_Jacquelyn,378.541
2016-01-22 21:00:00,Panther_lodging_Tracie,378.541
2017-04-16 17:00:00,Panther_lodging_Else,757.082
2016-05-06 16:00:00,Panther_lodging_Paulette,0.0
2017-04-30 05:00:00,Panther_office_Catherine,18.3635
2017-08-10 15:00:00,Panther_office_Shauna,605.6656
2016-05-05 12:00:00,Panther_office_Christian,296.8952
2016-09-24 06:00:00,Panther_lodging_Willa,70.5136
2017-12-22 08:00:00,Panther_education_Mohammad,3247.3053
2017-10-01 16:00:00,Panther_other_Lucina,388.475
2017-01-17 19:00:00,Panther_lodging_Fausto,1135.623
2017-05-11 08:00:00,Panther_lodging_Jacquelyn,0.0
2017-03-01 09:00:00,Panther_other_Luis,1135.623
2017-06-30 13:00:00,Panther_education_Aurora,174.4337
2017-06-22 10:00:00,Panther_lodging_Ricky,142.9502
2017-05-25 04:00:00,Panther_other_Lucina,332.5642
2016-05-30 01:00:00,Panther_lodging_Hattie,704.4419
2016-08-06 18:00:00,Panther_office_Patti,0.0
2016-08-22 13:00:00,Panther_education_Scarlett,39.3276
2016-11-12 01:00:00,Panther_education_Jerome,8706.443000000001
2016-08-23 08:00:00,Panther_education_Scarlett,37.9673
2016-08-07 00:00:00,Panther_assembly_David,0.0
2017-04-23 05:00:00,Panther_office_Clementine,0.0
2016-01-15 18:00:00,Panther_lodging_Edison,0.0
2017-05-20 08:00:00,Panther_other_Tyrone,32.6233
2016-11-28 16:00:00,Panther_education_Karri,0.0
2017-02-05 11:00:00,Panther_lodging_Floyd,378.541
2017-03-06 16:00:00,Panther_lodging_Janice,0.0
2016-11-09 14:00:00,Panther_lodging_Hattie,3785.41
2017-10-15 08:00:00,Panther_other_Bettie,1584.9943
2016-07-14 19:00:00,Panther_education_Jarrett,37.8541
2016-06-22 02:00:00,Panther_lodging_Janice,0.0
2016-02-20 15:00:00,Panther_lodging_Myrtle,0.0
2016-12-14 23:00:00,Panther_education_Annetta,61.8532
2016-11-10 05:00:00,Panther_education_Jerome,264.9787
2017-01-23 21:00:00,Panther_other_Bethel,4.6609
2017-06-10 10:00:00,Panther_lodging_Jana,68.4132
2017-10-11 13:00:00,Panther_lodging_Myrtle,1135.623
2017-06-05 12:00:00,Panther_other_Ismael,37.8541
2016-03-31 23:00:00,Panther_other_Bethel,0.0
2016-08-21 08:00:00,Panther_lodging_Willa,60.2116
2017-03-16 08:00:00,Panther_lodging_Carroll,378.541
2017-08-15 21:00:00,Panther_lodging_Jana,0.0
2016-04-27 07:00:00,Panther_parking_Stanley,0.0
2016-01-05 09:00:00,Panther_education_Jerome,113.5623
2017-12-31 08:00:00,Panther_lodging_Blaine,39.6076
2016-04-10 06:00:00,Panther_lodging_Paulette,6435.196999999999
2016-12-14 08:00:00,Panther_education_Aurora,494.8253
2016-08-01 23:00:00,Panther_other_Lucina,0.0
2017-02-21 10:00:00,Panther_parking_Stanley,30.3059
2017-08-12 03:00:00,Panther_lodging_Otis,0.0
2017-12-13 19:00:00,Panther_retail_Romeo,443.0675
2016-08-12 07:00:00,Panther_lodging_Fausto,40.6878
2016-05-12 22:00:00,Panther_office_Patti,378.541
2017-12-27 23:00:00,Panther_assembly_David,36.8071
2017-03-15 08:00:00,Panther_lodging_Anastasia,0.0
2016-12-31 02:00:00,Panther_office_Graham,1161.47
2016-01-27 16:00:00,Panther_parking_Stanley,0.0
2017-04-14 13:00:00,Panther_education_Mohammad,197.4851
2017-04-26 22:00:00,Panther_other_Iva,0.0
2017-07-27 02:00:00,Panther_lodging_Edison,420.1805
2017-07-25 00:00:00,Panther_education_Quintin,217.542
2017-09-02 18:00:00,Panther_lodging_Jorge,85.4565
2016-10-07 14:00:00,Panther_retail_Felix,0.0
2016-10-14 08:00:00,Panther_lodging_Kara,169.5527
2016-11-19 18:00:00,Panther_education_Mohammad,378.541
2016-08-15 01:00:00,Panther_lodging_Marisol,828.8323
2016-01-05 07:00:00,Panther_office_Garth,0.0
2017-02-20 01:00:00,Panther_parking_Clarence,0.0
2016-08-25 18:00:00,Panther_other_Ismael,0.0
2017-04-18 09:00:00,Panther_education_Cleopatra,33.1264
2017-04-20 15:00:00,Panther_parking_Asia,17.0033
2017-09-22 16:00:00,Panther_education_Joyce,0.0
2016-03-13 09:00:00,Panther_lodging_Teresita,0.0
2017-09-26 02:00:00,Panther_office_Clementine,185.5595
2017-12-20 13:00:00,Panther_other_Lucina,0.0
2016-04-13 21:00:00,Panther_lodging_Jorge,0.0
2016-08-28 15:00:00,Panther_office_Christian,235.042
2017-03-17 19:00:00,Panther_office_Catherine,0.0
2016-02-23 21:00:00,Panther_lodging_Drew,0.0
2017-06-24 19:00:00,Panther_education_Shelton,96.7187
2016-12-18 06:00:00,Panther_office_Catherine,51.5699
2016-09-26 18:00:00,Panther_lodging_Cornelia,58.8113
2016-07-13 05:00:00,Panther_lodging_Anastasia,0.0
2017-05-15 09:00:00,Panther_parking_Jody,0.0
2016-05-29 09:00:00,Panther_education_Teofila,142.2635
2016-11-07 15:00:00,Panther_assembly_David,378.541
2017-12-30 06:00:00,Panther_office_Kristen,0.0
2016-10-15 03:00:00,Panther_lodging_Sonja,115.5223
2017-11-11 00:00:00,Panther_office_Catherine,1.5142
2017-11-14 18:00:00,Panther_lodging_Blaine,3406.869
2016-06-09 01:00:00,Panther_education_Ivan,1002.0212
2017-09-23 17:00:00,Panther_office_Patti,551.3064
2016-06-19 10:00:00,Panther_retail_Romeo,389.1471
2016-04-15 08:00:00,Panther_retail_Romeo,1892.705
2016-03-22 21:00:00,Panther_education_Scarlett,0.0
2016-03-11 14:00:00,Panther_lodging_Dean,89.3438
2016-06-23 21:00:00,Panther_lodging_Alita,0.0
2017-09-16 04:00:00,Panther_lodging_Edison,261.1933
2016-05-24 01:00:00,Panther_office_Ruthie,0.0
2017-07-16 06:00:00,Panther_lodging_Willa,0.0
2017-08-14 00:00:00,Panther_lodging_Myrtle,0.0
2016-01-22 21:00:00,Panther_lodging_Georgie,0.0
2017-01-06 11:00:00,Panther_education_Genevieve,378.541
2016-10-08 02:00:00,Panther_office_Taryn,89.3438
2016-11-05 05:00:00,Panther_lodging_Carroll,1514.164
2017-11-17 14:00:00,Panther_office_Ruthie,116.0224
2016-11-05 21:00:00,Panther_office_Graham,457.7134
2017-12-13 17:00:00,Panther_lodging_Willa,83.4161
2016-10-13 07:00:00,Panther_lodging_Dianna,8706.443000000001
2017-03-27 11:00:00,Panther_lodging_Jorge,378.541
2017-02-27 14:00:00,Panther_lodging_Georgie,454.2492
2017-04-10 01:00:00,Panther_lodging_Hattie,3346.099
2017-08-30 07:00:00,Panther_lodging_Alita,61.3118
2016-03-26 17:00:00,Panther_parking_Charlene,0.0
2016-04-22 08:00:00,Panther_parking_Jody,0.0
2016-07-30 04:00:00,Panther_other_Iva,0.0
2016-10-28 22:00:00,Panther_office_Bryce,0.0
2016-04-07 01:00:00,Panther_education_Guillermina,0.0
2016-11-23 20:00:00,Panther_lodging_Marisol,153.7797
2017-03-04 03:00:00,Panther_office_Taryn,0.0
2017-01-29 03:00:00,Panther_office_Garth,37.1119
2017-06-04 16:00:00,Panther_education_Annetta,97.3188
2017-06-25 17:00:00,Panther_office_Daina,0.0
2017-01-06 14:00:00,Panther_education_Cleopatra,52.9957
2016-08-16 21:00:00,Panther_lodging_Myrtle,50.1697
2017-10-16 12:00:00,Panther_office_Christian,259.7833
2017-05-22 00:00:00,Panther_office_Lauretta,182.1951
2016-09-22 21:00:00,Panther_education_Aurora,0.0
2017-07-21 21:00:00,Panther_lodging_Russell,0.0
